,AttackID,SourceIP,DestinationIP,SourcePort,DestinationPort,TimeStamp,Duration,FlowBytesSent,FlowSentRate,FlowBytesReceived,FlowReceivedRate,PacketLengthVariance,PacketLengthStandardDeviation,PacketLengthMean,PacketLengthMedian,PacketLengthMode,PacketLengthSkewFromMedian,PacketLengthSkewFromMode,PacketLengthCoefficientofVariation,PacketTimeVariance,PacketTimeStandardDeviation,PacketTimeMean,PacketTimeMedian,PacketTimeMode,PacketTimeSkewFromMedian,PacketTimeSkewFromMode,PacketTimeCoefficientofVariation,ResponseTimeTimeVariance,ResponseTimeTimeStandardDeviation,ResponseTimeTimeMean,ResponseTimeTimeMedian,ResponseTimeTimeMode,ResponseTimeTimeSkewFromMedian,ResponseTimeTimeSkewFromMode,ResponseTimeTimeCoefficientofVariation,Label
10,11,192.168.20.191,176.103.130.131,52742,443,2020-01-14 16:01:33,44.890412,163,3.631064914262761,357,7.952700456391445,168.25,12.971121771072848,65.0,60.0,54,1.1564150167375495,0.8480376789408697,0.1995557195549668,377.2307349545232,19.422428657470288,33.65413675,44.863056,44.863056,-1.7313364020037945,-0.5771121340012648,0.5771186110566419,9e-12,3e-06,0.027021,0.027021,0.027018,0.0,0.9999999999998436,0.0001110247585211,DoH
11,12,192.168.20.191,176.103.130.131,52491,443,2020-01-14 16:01:35,91.338058,8090,88.57206050954137,7805,85.4517839650149,6158.022444044888,78.47306827214601,125.15748031496064,89.0,60,1.3822887690423615,0.8303164607887298,0.6269946316805626,140.50857395256264,11.853631255972264,78.94149241732283,81.961764,0.0,-0.7643914807512125,6.659688555568101,0.1501571720142843,0.0015962058465344,0.0399525449318868,0.0348205357142857,0.026919,0.026899,0.5933190785035087,0.1982736200607684,1.147384556622305,DoH
12,13,192.168.20.191,176.103.130.131,52491,443,2020-01-14 16:03:17,121.332889,53598,441.7433759448355,59634,491.4908108715684,8309.003436336545,91.15373517490409,136.25992779783394,89.0,54,1.5553919224643669,0.9024306863563532,0.668969495640325,1017.6830193734957,31.90114448375631,57.25040045848376,55.498051,78.545984,0.1647918424408908,-0.6675492019529179,0.557221333445345,0.0008192170935681,0.0286219687227869,0.026188824858757,0.026823,0.026913,-0.0664708092638695,-0.02530137420863,1.0929077145367332,DoH
13,14,192.168.20.191,176.103.130.131,52491,443,2020-01-14 16:05:18,112.359885,56840,505.87449426456783,60236,536.098804301909,8218.834997658281,90.65779060653465,135.81902552204176,89.0,54,1.5493106066937514,0.9025040757627312,0.6674896264207256,1127.6225692984424,33.5800918595891,34.36957620649652,25.3957995,72.245557,0.801705076688226,-1.1279296361629116,0.9770295582882926,0.0013522283581478,0.0367726577520288,0.0313047647058823,0.026844,0.026952,0.3639196874995724,0.1183695977384773,1.1746664796084223,DoH
14,15,176.103.130.131,192.168.20.191,443,52491,2020-01-14 16:07:10,135.244217,69610,514.698532359428,65101,481.35884434896013,8353.123128463807,91.3954218134793,136.6237322515213,89.0,54,1.5632204974789312,0.9040248473292308,0.6689571446139558,903.7430492067213,30.062319424933285,50.514310457403646,44.1063295,20.505601,0.6394697162410852,0.998216705545176,0.595124810231418,0.2661412588254988,0.5158888047103743,0.0790591586538461,4.2e-05,2.1e-05,0.4595011052713611,0.1532077415368977,6.525351565770514,DoH
15,16,192.168.20.191,176.103.130.131,52491,443,2020-01-14 16:09:26,121.185931,35194,290.4132493729821,37434,308.8972431956644,7686.4564135903665,87.6724381638287,136.5187969924812,114.0,54,0.7705544911526778,0.9412170885253908,0.6422004888356676,1166.565407468808,34.155020238155444,56.05765244548872,62.002614,76.861315,-0.5221746185238686,-0.6090953074965824,0.6092838131487629,0.0007381352695648,0.0271686449710841,0.0279618333333333,0.0269115,0.026917,0.1159792843313916,0.0384573221978999,0.9716331775247496,DoH
16,17,192.168.20.191,176.103.130.131,52491,443,2020-01-14 16:11:27,98.552574,78615,797.6960601759625,81323,825.1737798345074,7709.702597075772,87.80491214662067,135.4259102455546,89.0,54,1.586217984070088,0.9273502843392848,0.6483612477657531,707.6147813167383,26.60102970406857,54.346771137171885,56.887361,29.662668,-0.2865215998506479,0.9279378810436238,0.4894684476641171,0.0007781305709827,0.0278949918620309,0.02230592578125,0.020144,3.5e-05,0.2325068734857049,0.798384379941831,1.2505641835085377,DoH
17,18,176.103.130.131,192.168.20.191,443,52491,2020-01-14 16:13:05,33.056349,13565,410.3598978822495,11354,343.47410840803985,9409.971878550688,97.00500955389204,139.9943820224719,89.0,54,1.5770643884368103,0.8864942379568235,0.692920731192776,102.98404701508024,10.148105587501552,12.20385176966292,7.854821,33.028679,1.2856677728163979,-2.052090121725282,0.8315493976031675,0.000428866512911,0.0207090925178053,0.0126476571428571,4.1e-05,2e-05,1.8262495759316573,0.6097639059751219,1.6373856662853117,DoH
18,19,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:13:39,114.906691,57076,496.7160702591288,68354,594.8652720318959,17033.216367149973,130.51136489650997,146.5303738317757,114.0,54,0.7477595654042295,0.7089832667457612,0.890677894853006,1178.6862135999186,34.33199984853662,46.67888605023365,49.605084,0.054805,-0.255697130607824,1.3580356884517744,0.7354931266266748,0.0010670136746923,0.0326651752588651,0.0249435284090909,0.025127,0.02696,-0.0168502011198575,-0.061731540545212,1.3095651394275076,DoH
19,20,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:15:33,96.750105,42044,434.56283587495847,44920,464.28890180532625,7899.6392994082835,88.87991505063607,133.79076923076923,89.0,54,1.5118410904843236,0.8977367854741014,0.6643202334634268,488.38442403931555,22.099421350780105,39.33141865846154,35.985846,1.445943,0.4541620260582217,1.7143198030895137,0.5618770465078498,0.001700283208798,0.0412344905242931,0.0335486222222222,0.026931,0.026952,0.4814626399947976,0.1599782642721349,1.229096391832745,DoH
20,21,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:17:16,105.519335,61248,580.4433850914621,63497,601.7570144845965,8029.012746367362,89.60475850292417,135.15167930660888,89.0,54,1.5451750580334225,0.9056626083531109,0.6629940446366508,670.7840598299193,25.89949921967449,53.896715543878656,56.66998,26.271622,-0.3212337542821646,1.0666265517170048,0.4805394718086125,0.0011508184700556,0.0339237154518141,0.0286976532663316,0.026865,0.026891,0.1620683267080332,0.0532563500863535,1.1821076496040102,DoH
21,22,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:19:02,110.614927,27297,246.7750125622738,29436,266.11236655248166,7805.691445578231,88.34982425323908,135.07857142857142,89.0,54,1.5646405123510618,0.9176992949773628,0.6540624713369717,1472.847013337005,38.37768900464181,55.282076947619046,41.5251305,22.906544,1.0753862573086517,0.8436029835903669,0.6942157589521372,0.0008006526534894,0.0282958062880253,0.0270086279069767,0.0268555,0.026912,0.0162350461497413,0.0034149197231972,1.0476580441435932,DoH
22,23,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:20:53,121.772998,67491,554.2361698280599,73742,605.569389036476,9569.621605589571,97.82444278190177,141.37437437437438,114.0,54,0.8394949236380064,0.8931752830851727,0.6919531436641568,1079.693003110566,32.85868230940745,53.07471367667668,52.747025,20.96734,0.0299179991690834,0.9771351563749204,0.6191023942131405,0.0016518438386932,0.0406428817715132,0.028947976076555,0.026839,0.026905,0.1556712505091022,0.0502665162386923,1.4039973524929772,DoH
23,24,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:22:54,121.676184,38991,320.44890559684217,41627,342.11296435792235,8195.517169691406,90.52909570790712,135.4924369747899,89.0,54,1.5406904248154034,0.9001795095548721,0.668148700615306,1185.2115224664108,34.42690114527317,67.15719193445378,70.625962,89.831993,-0.3022726371080148,-0.6586361336985882,0.5126316356239884,0.0010174103035331,0.0318968698077592,0.0295586171875,0.0269335,0.027005,0.2469004516732937,0.0800585512901584,1.0791056159842296,DoH
24,25,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:24:56,121.249908,72213,595.5715859182343,80570,664.4953495552343,10462.64687151981,102.2870806676963,139.91117216117215,89.0,54,1.4931848234060698,0.8399024744901545,0.7310858674664351,1071.717511609068,32.73709687203598,50.994650478021974,45.521087,15.505021,0.5015927496030499,1.0840799236641294,0.6419711982562805,0.001160515656351,0.0340663419866442,0.0283701531914893,0.026885,0.026986,0.1307877310752899,0.0406311071506304,1.2007810376175077,DoH
25,26,192.168.20.191,176.103.130.131,54640,443,2020-01-14 16:26:57,74.034611,30733,415.11665402010414,32409,437.75471448077167,7758.134683285077,88.08027408724996,132.65126050420167,89.0,54,1.4867549274754266,0.8929497701868166,0.6639987720618762,650.7667016834808,25.510129393703213,33.52662685294118,32.250926,1.671356,0.1500228595378348,1.2487302734263732,0.7608916192374211,0.0013528493085672,0.0367810998825105,0.0337450096153846,0.0269315,0.026892,0.5557345732304583,0.186318778864012,1.08997153362024,DoH
26,27,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:28:13,122.080455,35590,291.52905762023903,44587,365.2263583060859,21960.191389392083,148.1897141821661,146.30839416058393,89.0,54,1.1601694721565372,0.6229068911430075,1.0128585925119054,552.3119998785073,23.50131910932889,45.367560985401454,41.003974,38.219693,0.5570223907562694,0.3041475226198729,0.5180203343285577,0.0013807041839111,0.0371578280300546,0.0312458770491803,0.026875,0.026911,0.3528901403207691,0.1166612065073911,1.18920739435699,DoH
27,28,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:30:15,96.365606,41539,431.05628371184633,44577,462.58205443132897,8937.776061815472,94.53981204664768,137.56549520766774,89.0,89,1.5411124950313406,0.5137041650104469,0.6872349196572234,875.4395184414733,29.58782720041256,53.87871761022364,60.8579215,22.309178,-0.7076427588787976,1.0669772875307129,0.5491561141907761,0.0009564018784832,0.0309257478241555,0.0265507583333333,0.026848,0.026879,-0.0288343876135305,-0.0106138635202309,1.1647783251949395,DoH
28,29,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:31:57,121.35682,60659,499.8400584326452,67897,559.4823595410625,8887.787047101016,94.27506057861228,140.65207877461708,114.0,54,0.8481165202453396,0.9191410564235204,0.670271363210209,1147.147614570734,33.869567676171094,60.854150722100655,75.555031,32.492679,-1.3021317914467034,0.8373733019938824,0.556569556460354,0.0010130823148261,0.0318289540328636,0.0275709263157894,0.026862,0.026941,0.0668190021315969,0.0197909838676781,1.154439051786073,DoH
29,30,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:33:58,104.669253,30409,290.5246682136921,30718,293.4768245647076,8549.654353145097,92.4643409815108,133.75711159737418,89.0,54,1.4521418026325572,0.8625715681391428,0.6912854193490673,547.714419403018,23.403299327296097,70.56991833916848,82.161812,54.199588,-1.4859307013150245,0.6994881409765674,0.3316327959289495,0.0012259206119123,0.0350131491287537,0.029797173076923,0.026867,0.026908,0.2510633704624474,0.0825168015107331,1.1750493591578428,DoH
30,31,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:35:49,94.036413,53440,568.2904982775129,57703,613.624001162188,8923.882696566869,94.46630455652888,138.7553058676654,102.0,54,1.1672513085024177,0.8972014546938016,0.6808121964476362,1145.9853110840934,33.85240480503702,47.3647278514357,58.251377,0.849871,-0.9647748109414458,1.3740488192589082,0.71471760401999,0.0004065669241416,0.0201635047583904,0.0227416851851851,0.0254185,0.026951,-0.3982663004606295,-0.2087590855485201,0.8866319533578668,DoH
31,32,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:37:30,121.160746,39646,327.2181899573316,40194,331.7411069753565,10452.243316022885,102.23621332983184,137.4182444061962,89.0,54,1.4207757553575615,0.815936366276345,0.7439784562203443,1189.3593524106673,34.4870896483114,57.7040661858864,50.987645,8.825429,0.584255260827606,1.417302465483041,0.59765441030127,0.0012956647187428,0.0359953430146569,0.0359497540983606,0.0269175,0.026905,0.7527852223563601,0.2512756745970645,1.0012681287380027,DoH
32,33,192.168.20.191,176.103.130.131,57679,443,2020-01-14 16:39:19,0.171506,1664,9702.284468181871,7410,43205.4855223724,239820.4384,489.7146499748603,362.96,134.0,54,1.4026127256663878,0.6308980138042849,1.3492248456437634,0.0010675860062784,0.0326739346617208,0.06773004,0.064289,0.054882,0.3159435833754686,0.3932198595919991,0.4824142236106873,0.000551428293551,0.0234825103758312,0.0217661428571428,0.026737,3.8e-05,-0.6350501368848461,0.9252904612577542,1.0788549229853603,DoH
33,34,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:39:31,110.785653,27435,247.64036910086185,29036,262.09169882313194,7839.33556759523,88.54002240566257,133.18632075471697,89.0,54,1.4971643180392185,0.894356231263531,0.6647831541853506,989.8299907207737,31.461563704316635,57.14952936084906,61.237352,48.708694,-0.3897920660494773,0.2682903952320382,0.5505130848176282,0.0016280263967866,0.0403488091123719,0.0371997471264367,0.026916,0.026916,0.7646134311768469,0.2548711437256157,1.0846527793651914,DoH
34,35,192.168.20.191,176.103.130.131,57679,443,2020-01-14 16:40:04,0.027463,55,2002.6945344645524,66,2403.2334413574627,30.25,5.5,60.5,60.5,55,0.0,1.0,0.0909090909090909,0.00018855409225,0.0137315,0.0137315,0.0137315,0.0,0.0,1.0,1.0,0.0,0.0,0.027463,0.027463,0.027463,-10.0,-10.0,0.0,DoH
35,36,192.168.20.191,176.103.130.131,57679,443,2020-01-14 16:40:49,0.027025,55,2035.1526364477331,66,2442.18316373728,30.25,5.5,60.5,60.5,55,0.0,1.0,0.0909090909090909,0.00018258765625,0.0135125,0.0135125,0.0135125,0.0,0.0,1.0,1.0,0.0,0.0,0.027025,0.027025,0.027025,-10.0,-10.0,0.0,DoH
36,37,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:41:31,125.34274,38258,305.22709173263644,39220,312.9020476175964,8525.912116527943,92.33586581891105,133.58275862068965,89.0,89,1.4484975548328736,0.4828325182776245,0.6912259244555667,1437.7839775668317,37.918122020569946,44.10312896896552,26.3133005,7.140657,1.4074928441325365,0.9747970099604087,0.8597603595711353,0.0007892665102436,0.0280938874177931,0.0268423495934959,0.026834,0.026873,0.0008916096272223,-0.0010909991219176,1.0466254945357132,DoH
37,38,192.168.20.191,176.103.130.131,57679,443,2020-01-14 16:41:34,44.856813,163,3.633784682830677,357,7.958657250126083,168.25,12.971121771072848,65.0,60.0,54,1.1564150167375495,0.8480376789408697,0.1995557195549668,376.6635411831925,19.407821649613137,33.628894625,44.829348,44.829348,-1.7313308382380863,-0.5771102794126955,0.5771174421886945,1.849e-09,4.3e-05,0.027091,0.027091,0.027048,0.0,1.0000000000000318,0.0015872429958288,DoH
38,39,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:43:36,95.504109,47391,496.2194872683436,48907,512.0931498350506,8272.314532830787,90.95226513303992,135.63098591549297,89.0,54,1.5380920699649565,0.8975146006104159,0.6705861829369076,685.4005576134393,26.18015579811242,51.401496135211275,47.0114605,35.975904,0.5030568575372405,0.5892093329835512,0.5093267271685187,0.001211104787985,0.0348009308494041,0.0296058775510204,0.026864,0.02683,0.2363624320469023,0.0797644627102823,1.17547371427957,DoH
39,40,192.168.20.191,176.103.130.131,56611,443,2020-01-14 16:45:15,89.030098,29228,328.29347216937805,28882,324.40714599685157,12315.031692806922,110.973112476883,135.13953488372093,89.0,89,1.2473165937379382,0.4157721979126461,0.8211742964216088,765.290360842001,27.66388188309806,54.025487488372086,67.864921,61.608273,-1.5008125291429315,-0.2741041746661301,0.5120524250531225,0.000830830447427,0.0288241296039809,0.030725617977528,0.026917,0.026917,0.3963989230400287,0.1321329743466762,0.938113909541614,DoH
40,41,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:46:45,68.002955,39268,577.4454948318055,44079,648.1924204617285,27553.199796577643,165.99156543805967,153.21139705882354,89.0,54,1.160505900815501,0.5976893873914613,1.0834152590771648,430.2470499619986,20.742397401505897,37.41968430882353,42.297816,0.05512,-0.7055305512788485,1.8013618959065387,0.5543178085180921,0.0009285038660698,0.0304713614082119,0.0263893508771929,0.026822,0.026822,-0.0425956474682243,-0.0141985491560747,1.1546840068183273,DoH
41,42,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:48:38,44.099049,25513,578.5385530649424,27044,613.2558550185515,7933.980911997492,89.07289661842985,137.22454308093995,102.0,54,1.1863724348777402,0.9343419405956556,0.6491032479947225,125.88879070794933,11.22001741121418,16.84858723759791,12.285436,28.710431,1.2200920204554588,-1.0572036858469058,0.66593223829334,0.0003731626146313,0.0193174173903063,0.0216567215189873,0.026764,0.026921,-0.7931616909994722,-0.2725146107602523,0.8919825363857564,DoH
42,43,176.103.130.131,192.168.20.191,443,58327,2020-01-14 16:49:23,120.032635,58257,485.34300692474176,54916,457.508909972692,8719.005371323874,93.375614436125,137.34587378640776,89.0,54,1.5532708645086184,0.8925871523278894,0.6798574421051575,1471.6318338383371,38.361853889486845,62.198458625,61.905011,0.67634,0.022948392367483,1.6037316340923835,0.6167653465622653,0.7159395834618342,0.8461321312075522,0.1599600982658959,4.1e-05,2.5e-05,0.567000444851332,0.1890190578599652,5.289644982594703,DoH
43,44,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:51:23,118.555018,58659,494.7829369820517,63955,539.4541798306673,8326.564514669508,91.2500110392843,137.4596412556054,89.0,54,1.5931934923737014,0.9146260948908262,0.663831290448412,1318.851472704455,36.315994722772714,70.42388448991031,72.862091,14.709051,-0.2014159211693648,1.5341679035704108,0.5156772448128124,0.0007669964491116,0.0276947007406044,0.0243558938547486,0.026123,0.026843,-0.191419957392126,-0.089804405851728,1.1370841450438047,DoH
44,45,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:53:25,119.479225,37974,317.8293130039972,40397,338.1089892405981,8037.624711774513,89.65280091427437,135.35578583765113,89.0,54,1.5511769414313,0.9074539223313636,0.6623492328714047,1081.361329744196,32.884058900084035,44.9497179119171,35.772321,8.51068,0.8372503777409587,1.108106454335051,0.7315743107559256,0.0008065624188612,0.0284000425855539,0.0288519596774193,0.026904,0.026904,0.2057700799093389,0.0685900266364462,0.9843366933505352,DoH
45,46,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:55:25,127.957303,44162,345.130750372255,48433,378.50907188939425,8227.227064180734,90.7040631073423,135.76979472140764,89.0,54,1.5468919402009145,0.9015009021661848,0.6680724773390295,1078.4057909530177,32.839089374600775,61.272899064516125,59.350122,12.209072,0.175654419881992,1.4940678319315486,0.5359480272024257,0.0013369433227512,0.0365642355690816,0.0290439793103448,0.026841,0.026866,0.1807486968665887,0.0595658373940272,1.258926512045072,DoH
46,47,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:57:33,120.257173,49602,412.466040591192,51261,426.2614754797205,7906.922850404901,88.92087972127187,134.66355140186917,89.0,54,1.5405904061567248,0.9071384769776702,0.6603188375443187,1156.0786645184487,34.001156811474054,56.15629233110814,43.133691,34.76526,1.1490139647290052,0.629126604418633,0.6054736771259183,0.0008492880340887,0.0291425468016916,0.0283046219512195,0.0268295,0.02684,0.1518524061665626,0.0502571707677414,1.029603817069742,DoH
47,48,192.168.20.191,176.103.130.131,58327,443,2020-01-14 16:59:33,96.116843,35841,372.88990026441047,38293,398.4005175867043,8381.767472569767,91.55199327469482,135.03460837887067,89.0,54,1.508474258143588,0.8851211806577762,0.6779891049694804,760.0622406243918,27.569226333439097,42.16112952094718,34.756865,5.474551,0.8057097175737326,1.3307075823324617,0.6539015118117674,0.0013172774751017,0.0362943173940736,0.0342923025210084,0.026913,0.026805,0.6099551982933837,0.2062940718711788,1.05838088217724,DoH
48,49,192.168.20.191,176.103.130.131,58327,443,2020-01-14 17:01:10,96.100924,45748,476.041208511169,47032,489.40216225184264,7776.676734693878,88.18546782034939,132.54285714285714,89.0,54,1.4812936264588032,0.8906553322693023,0.665335497674548,1025.70165929503,32.02657738964672,51.537783645714285,57.6532155,4.490514,-0.572845962890433,1.4690071022363864,0.6214193767005333,0.0015891060369379,0.0398635928754287,0.0312123376623376,0.0268125,0.026894,0.3311169925967448,0.1083278588518651,1.2771742157438626,DoH
49,50,192.168.20.191,176.103.130.131,58327,443,2020-01-14 17:02:49,31.614185,10287,325.3919087270477,11063,349.93785226473494,7596.4966530082365,87.15788348169221,135.98726114649682,106.0,54,1.0321703539116711,0.9406752191695718,0.640926824666308,165.55804265623675,12.866936024409103,18.009597394904457,19.538287,0.0,-0.3564227572583452,1.399680340427551,0.7144488431512415,0.0001180493926896,0.0108650537361604,0.017705,0.026836,3.5e-05,-2.521202440889185,1.6263150122480885,0.6136714903225358,DoH
50,51,192.168.20.191,176.103.130.131,60192,443,2020-01-14 17:03:20,97.618992,43090,441.41000759360435,50024,512.441267576293,18456.172323098643,135.8534958074272,143.91653786707883,114.0,54,0.660635290007236,0.6618639979241744,0.9439741799021136,725.0588148897396,26.92691617860723,45.28460576352396,50.46115,0.090286,-0.5767326865958026,1.6784068202889768,0.59461522794787,0.0015921224897003,0.0399014096204677,0.0302890875912408,0.026904,0.026984,0.2545088725014216,0.0828313491347308,1.3173526439273335,DoH
51,52,192.168.20.191,176.103.130.131,60192,443,2020-01-14 17:05:07,100.778014,45846,454.920653625899,46721,463.60310295457896,7474.326982644336,86.45419008147803,133.96092619392186,89.0,54,1.560164735273634,0.9248935895248496,0.6453687096514018,764.2900887250509,27.645796945015906,62.249644053545595,63.893597,56.277352,-0.1783945259083,0.2160289343593075,0.4441117273094073,0.0013238936022482,0.0363853487306122,0.0307257083333333,0.026906,0.02698,0.3149378912056174,0.1029455114217977,1.1841988583592364,DoH
52,53,192.168.20.191,176.103.130.131,60192,443,2020-01-14 17:06:47,92.346297,60348,653.496696245438,64432,697.7215339776969,8172.458564748341,90.40165133861406,139.73124300111982,114.0,54,0.853897333293369,0.9483371346835195,0.6469680609503314,938.7538402031797,30.639090068133218,39.377762463605826,30.788438,1.107802,0.8410162747495543,1.2490566912562866,0.7780810323199759,0.0007205108660354,0.0268423334685245,0.0208192486486486,0.018762,0.026914,0.2299258353668459,-0.2270574336802013,1.289303659393434,DoH
